t ax ay az wx wy wz
106.5600 1.5869370 9.6513612 1.4062325 -0.2506008 1.3254809 0.7974184
106.5800 1.5691360 9.6506924 1.4065588 -0.2491984 1.3260329 0.7953531
106.6000 1.5520462 9.6499963 1.4069883 -0.2477765 1.3265796 0.7933013
106.6200 1.5351982 9.6492991 1.4079872 -0.2463371 1.3271221 0.7912670
106.6400 1.5202273 9.6485045 1.4080936 -0.2448825 1.3276612 0.7892538
106.6600 1.5051526 9.6477482 1.4090479 -0.2434146 1.3281979 0.7872655
106.6800 1.4915235 9.6469097 1.4096022 -0.2419357 1.3287331 0.7853059
106.7000 1.4787700 9.6460565 1.4101364 -0.2404480 1.3292678 0.7833784
106.7200 1.4670205 9.6451390 1.4107525 -0.2389538 1.3298029 0.7814867
106.7400 1.4556583 9.6442395 1.4118116 -0.2374554 1.3303396 0.7796340
106.7600 1.4462518 9.6432367 1.4120376 -0.2359550 1.3308788 0.7778237
106.7800 1.4368202 9.6422546 1.4132128 -0.2344550 1.3314216 0.7760588
106.8000 1.4289600 9.6412120 1.4138327 -0.2329577 1.3319690 0.7743424
106.8200 1.4217983 9.6401299 1.4148448 -0.2314655 1.3325221 0.7726772
106.8400 1.4160263 9.6390058 1.4154447 -0.2299805 1.3330819 0.7710661
106.8600 1.4107539 9.6378626 1.4165864 -0.2285052 1.3336496 0.7695114
106.8800 1.4067499 9.6366768 1.4174682 -0.2270417 1.3342261 0.7680155
106.9000 1.4035682 9.6354544 1.4185918 -0.2255923 1.3348125 0.7665804
106.9200 1.4016517 9.6341861 1.4194714 -0.2241593 1.3354099 0.7652082
106.9400 1.4002101 9.6329064 1.4208787 -0.2227446 1.3360193 0.7639005
106.9600 1.4000427 9.6315733 1.4220547 -0.2213506 1.3366417 0.7626588
106.9800 1.4009757 9.6302074 1.4231001 -0.2199790 1.3372782 0.7614842
107.0000 1.4026897 9.6288053 1.4243984 -0.2186321 1.3379297 0.7603779
107.0200 1.4048379 9.6274129 1.4261333 -0.2173116 1.3385972 0.7593406
107.0400 1.4087781 9.6259104 1.4272399 -0.2160194 1.3392816 0.7583727
107.0600 1.4130627 9.6244403 1.4287518 -0.2147573 1.3399839 0.7574745
107.0800 1.4179785 9.6229411 1.4305982 -0.2135269 1.3407050 0.7566460
107.1000 1.4244608 9.6213565 1.4319119 -0.2123298 1.3414457 0.7558868
107.1200 1.4309591 9.6198177 1.4338975 -0.2111675 1.3422069 0.7551965
107.1400 1.4388880 9.6181838 1.4355123 -0.2100413 1.3429894 0.7545740
107.1600 1.4471133 9.6165925 1.4374342 -0.2089527 1.3437940 0.7540183
107.1800 1.4562767 9.6149232 1.4394368 -0.2079027 1.3446213 0.7535280
107.2000 1.4663840 9.6132382 1.4411976 -0.2068924 1.3454721 0.7531012
107.2200 1.4766714 9.6115660 1.4434593 -0.2059228 1.3463471 0.7527360
107.2400 1.4880907 9.6098383 1.4453822 -0.2049948 1.3472468 0.7524301
107.2600 1.4997132 9.6081000 1.4478270 -0.2041091 1.3481719 0.7521808
107.2800 1.5121739 9.6063664 1.4499398 -0.2032663 1.3491228 0.7519853
107.3000 1.5253525 9.6045618 1.4521799 -0.2024670 1.3501001 0.7518402
107.3200 1.5383757 9.6028187 1.4549351 -0.2017115 1.3511042 0.7517423
107.3400 1.5528306 9.6009909 1.4569702 -0.2010002 1.3521354 0.7516875
107.3600 1.5670305 9.5991855 1.4597493 -0.2003332 1.3531942 0.7516720
107.3800 1.5818896 9.5973782 1.4622700 -0.1997105 1.3542808 0.7516914
107.4000 1.5971810 9.5955258 1.4649634 -0.1991322 1.3553954 0.7517409
107.4200 1.6128994 9.5936953 1.4674919 -0.1985980 1.3565383 0.7518158
107.4400 1.6286858 9.5918436 1.4704418 -0.1981077 1.3577097 0.7519110
107.4600 1.6448916 9.5899997 1.4732287 -0.1976609 1.3589096 0.7520209
107.4800 1.6616193 9.5881145 1.4759210 -0.1972571 1.3601380 0.7521399
107.5000 1.6780576 9.5862819 1.4790100 -0.1968957 1.3613950 0.7522621
107.5200 1.6951551 9.5843945 1.4818319 -0.1965760 1.3626805 0.7523815
107.5400 1.7121443 9.5825314 1.4848944 -0.1962972 1.3639945 0.7524917
107.5600 1.7293525 9.5806671 1.4878924 -0.1960585 1.3653367 0.7525860
107.5800 1.7466111 9.5788089 1.4909571 -0.1958589 1.3667070 0.7526578
107.6000 1.7641112 9.5769203 1.4939945 -0.1956973 1.3681051 0.7527001
107.6200 1.7814073 9.5750795 1.4971391 -0.1955726 1.3695308 0.7527059
107.6400 1.7987680 9.5732104 1.5003871 -0.1954836 1.3709836 0.7526678
107.6600 1.8164066 9.5713488 1.5032921 -0.1954291 1.3724633 0.7525784
107.6800 1.8333640 9.5695299 1.5067905 -0.1954076 1.3739693 0.7524302
107.7000 1.8509762 9.5676590 1.5097082 -0.1954179 1.3755013 0.7522156
107.7200 1.8680318 9.5658262 1.5130311 -0.1954585 1.3770586 0.7519268
107.7400 1.8850106 9.5640063 1.5162793 -0.1955278 1.3786407 0.7515559
107.7600 1.9020822 9.5621810 1.5193075 -0.1956244 1.3802470 0.7510951
107.7800 1.9185878 9.5603788 1.5227322 -0.1957466 1.3818769 0.7505365
107.8000 1.9352993 9.5585684 1.5257607 -0.1958930 1.3835297 0.7498720
107.8200 1.9517864 9.5567577 1.5288376 -0.1960618 1.3852047 0.7490936
107.8400 1.9674268 9.5550123 1.5323714 -0.1962514 1.3869010 0.7481935
107.8600 1.9838261 9.5531929 1.5350818 -0.1964601 1.3886180 0.7471636
107.8800 1.9988657 9.5514791 1.5386229 -0.1966864 1.3903547 0.7459960
107.9000 2.0146533 9.5496808 1.5413550 -0.1969285 1.3921104 0.7446829
107.9200 2.0294070 9.5479600 1.5446197 -0.1971848 1.3938842 0.7432165
107.9400 2.0440013 9.5462392 1.5477190 -0.1974536 1.3956751 0.7415892
107.9600 2.0586350 9.5444852 1.5505507 -0.1977333 1.3974822 0.7397934
107.9800 2.0725326 9.5427922 1.5535840 -0.1980223 1.3993046 0.7378217
108.0000 2.0862923 9.5410816 1.5564529 -0.1983190 1.4011412 0.7356670
108.0200 2.0995023 9.5393962 1.5594333 -0.1986219 1.4029910 0.7333221
108.0400 2.1125426 9.5377053 1.5622038 -0.1989294 1.4048531 0.7307802
108.0600 2.1252005 9.5360266 1.5649204 -0.1992401 1.4067264 0.7280346
108.0800 2.1371555 9.5343768 1.5678717 -0.1995524 1.4086098 0.7250790
108.1000 2.1494201 9.5326895 1.5701588 -0.1998651 1.4105023 0.7219072
108.1200 2.1606293 9.5310469 1.5730012 -0.2001768 1.4124027 0.7185134
108.1400 2.1717945 9.5293995 1.5754287 -0.2004862 1.4143101 0.7148920
108.1600 2.1822516 9.5277708 1.5781040 -0.2007921 1.4162232 0.7110377
108.1800 2.1926706 9.5261188 1.5804248 -0.2010933 1.4181409 0.7069456
108.2000 2.2026819 9.5244798 1.5826555 -0.2013887 1.4200622 0.7026110
108.2200 2.2119812 9.5228691 1.5850780 -0.2016772 1.4219860 0.6980299
108.2400 2.2210713 9.5212399 1.5873088 -0.2019580 1.4239110 0.6931982
108.2600 2.2299682 9.5195866 1.5893503 -0.2022301 1.4258363 0.6881126
108.2800 2.2379300 9.5179976 1.5916748 -0.2024927 1.4277606 0.6827700
108.3000 2.2462152 9.5163402 1.5933995 -0.2027450 1.4296829 0.6771678
108.3200 2.2536028 9.5147180 1.5954885 -0.2029863 1.4316020 0.6713036
108.3400 2.2607683 9.5130917 1.5973283 -0.2032160 1.4335169 0.6651758
108.3600 2.2675985 9.5114384 1.5991511 -0.2034336 1.4354265 0.6587831
108.3800 2.2738300 9.5098147 1.6010159 -0.2036386 1.4373296 0.6521246
108.4000 2.2800343 9.5081619 1.6025170 -0.2038305 1.4392252 0.6451998
108.4200 2.2857329 9.5064909 1.6041651 -0.2040091 1.4411123 0.6380090
108.4400 2.2908718 9.5048374 1.6058684 -0.2041741 1.4429898 0.6305526
108.4600 2.2961471 9.5031420 1.6070822 -0.2043252 1.4448566 0.6228318
108.4800 2.3005564 9.5014686 1.6086927 -0.2044624 1.4467118 0.6148482
108.5000 2.3047599 9.4997797 1.6101029 -0.2045856 1.4485543 0.6066037
108.5200 2.3089777 9.4980368 1.6112287 -0.2046947 1.4503832 0.5981010
108.5400 2.3125042 9.4963081 1.6125949 -0.2047897 1.4521975 0.5893432
108.5600 2.3156317 9.4945891 1.6138873 -0.2048708 1.4539963 0.5803339
108.5800 2.3189746 9.4927903 1.6147893 -0.2049382 1.4557786 0.5710771
108.6000 2.3216169 9.4910076 1.6159476 -0.2049919 1.4575437 0.5615775
108.6200 2.3237429 9.4892329 1.6171900 -0.2050322 1.4592905 0.5518402
108.6400 2.3260420 9.4873928 1.6180440 -0.2050595 1.4610183 0.5418707
108.6600 2.3278807 9.4855320 1.6190518 -0.2050740 1.4627263 0.5316751
108.6800 2.3295175 9.4836612 1.6198752 -0.2050760 1.4644136 0.5212601
108.7000 2.3306916 9.4817651 1.6208855 -0.2050659 1.4660796 0.5106327
108.7200 2.3314983 9.4798728 1.6218538 -0.2050441 1.4677234 0.4998003
108.7400 2.3325439 9.4778991 1.6224541 -0.2050110 1.4693444 0.4887710
108.7600 2.3329549 9.4759122 1.6234033 -0.2049670 1.4709418 0.4775532
108.7800 2.3329876 9.4739469 1.6242615 -0.2049126 1.4725152 0.4661557
108.8000 2.3331352 9.4718839 1.6249818 -0.2048482 1.4740638 0.4545879
108.8200 2.3329201 9.4698217 1.6256934 -0.2047742 1.4755870 0.4428593
108.8400 2.3322521 9.4677515 1.6265427 -0.2046911 1.4770844 0.4309801
108.8600 2.3316511 9.4656073 1.6272219 -0.2045993 1.4785553 0.4189607
108.8800 2.3305522 9.4634679 1.6280452 -0.2044993 1.4799994 0.4068119
108.9000 2.3293900 9.4612648 1.6288133 -0.2043914 1.4814162 0.3945448
108.9200 2.3278582 9.4590701 1.6295723 -0.2042760 1.4828052 0.3821709
108.9400 2.3262912 9.4567961 1.6303200 -0.2041535 1.4841660 0.3697018
108.9600 2.3243790 9.4545272 1.6310532 -0.2040242 1.4854984 0.3571498
108.9800 2.3224258 9.4521758 1.6318036 -0.2038884 1.4868019 0.3445269
109.0000 2.3197925 9.4498576 1.6328096 -0.2037465 1.4880764 0.3318456
109.0200 2.3174040 9.4474669 1.6334730 -0.2035986 1.4893214 0.3191188
109.0400 2.3144431 9.4450483 1.6345361 -0.2034450 1.4905370 0.3063592
109.0600 2.3116848 9.4425787 1.6352207 -0.2032857 1.4917227 0.2935798
109.0800 2.3084835 9.4400970 1.6360984 -0.2031211 1.4928786 0.2807939
109.1000 2.3048659 9.4375866 1.6372115 -0.2029510 1.4940043 0.2680147
109.1200 2.3011395 9.4350340 1.6382723 -0.2027756 1.4951000 0.2552554
109.1400 2.2974572 9.4324518 1.6390585 -0.2025948 1.4961655 0.2425295
109.1600 2.2933907 9.4298189 1.6401465 -0.2024085 1.4972007 0.2298503
109.1800 2.2886987 9.4271958 1.6415546 -0.2022167 1.4982057 0.2172313
109.2000 2.2845867 9.4244856 1.6423363 -0.2020191 1.4991806 0.2046858
109.2200 2.2795161 9.4218047 1.6437367 -0.2018156 1.5001253 0.1922270
109.2400 2.2747089 9.4190515 1.6448121 -0.2016058 1.5010400 0.1798681
109.2600 2.2693199 9.4162865 1.6462600 -0.2013894 1.5019247 0.1676222
109.2800 2.2638037 9.4135014 1.6476080 -0.2011662 1.5027797 0.1555021
109.3000 2.2583699 9.4106662 1.6487508 -0.2009355 1.5036051 0.1435207
109.3200 2.2522051 9.4078161 1.6504540 -0.2006971 1.5044011 0.1316903
109.3400 2.2460441 9.4049629 1.6518491 -0.2004503 1.5051679 0.1200233
109.3600 2.2396852 9.4020584 1.6533672 -0.2001946 1.5059058 0.1085318
109.3800 2.2328610 9.3991524 1.6551010 -0.1999295 1.5066150 0.0972273
109.4000 2.2263217 9.3961793 1.6564925 -0.1996542 1.5072959 0.0861214
109.4200 2.2189455 9.3932548 1.6583112 -0.1993681 1.5079487 0.0752250
109.4400 2.2117032 9.3902609 1.6599735 -0.1990705 1.5085738 0.0645489
109.4600 2.2038314 9.3872881 1.6619535 -0.1987607 1.5091715 0.0541034
109.4800 2.1962238 9.3842593 1.6635862 -0.1984378 1.5097423 0.0438983
109.5000 2.1879965 9.3812464 1.6655552 -0.1981012 1.5102864 0.0339430
109.5200 2.1796795 9.3782113 1.6674385 -0.1977500 1.5108044 0.0242466
109.5400 2.1709433 9.3751739 1.6695211 -0.1973834 1.5112966 0.0148175
109.5600 2.1620947 9.3721241 1.6715123 -0.1970005 1.5117634 0.0056637
109.5800 2.1531804 9.3690412 1.6734530 -0.1966006 1.5122054 -0.0032073
109.6000 2.1434625 9.3660067 1.6758221 -0.1961827 1.5126229 -0.0117887
109.6200 2.1341730 9.3629227 1.6776785 -0.1957462 1.5130164 -0.0200741
109.6400 2.1243048 9.3598405 1.6799217 -0.1952901 1.5133863 -0.0280577
109.6600 2.1139474 9.3568077 1.6822626 -0.1948137 1.5137333 -0.0357345
109.6800 2.1038971 9.3537118 1.6843036 -0.1943161 1.5140577 -0.0430997
109.7000 2.0930518 9.3506649 1.6867931 -0.1937966 1.5143600 -0.0501494
109.7200 2.0822897 9.3476052 1.6890362 -0.1932544 1.5146407 -0.0568804
109.7400 2.0714464 9.3445394 1.6911934 -0.1926889 1.5149003 -0.0632900
109.7600 2.0597948 9.3415376 1.6937756 -0.1920994 1.5151393 -0.0693761
109.7800 2.0486459 9.3384663 1.6959174 -0.1914852 1.5153582 -0.0751373
109.8000 2.0366353 9.3354910 1.6984287 -0.1908458 1.5155575 -0.0805730
109.8200 2.0247677 9.3324847 1.7007524 -0.1901806 1.5157376 -0.0856831
109.8400 2.0124816 9.3295060 1.7032665 -0.1894891 1.5158990 -0.0904682
109.8600 2.0002635 9.3265399 1.7055181 -0.1887710 1.5160422 -0.0949296
109.8800 1.9874546 9.3236181 1.7080990 -0.1880259 1.5161676 -0.0990692
109.9000 1.9747623 9.3206918 1.7104589 -0.1872534 1.5162758 -0.1028897
109.9200 1.9617978 9.3178113 1.7128234 -0.1864534 1.5163670 -0.1063943
109.9400 1.9486039 9.3149480 1.7152751 -0.1856257 1.5164418 -0.1095869
109.9600 1.9353343 9.3121201 1.7175886 -0.1847703 1.5165006 -0.1124722
109.9800 1.9216715 9.3093198 1.7201487 -0.1838870 1.5165438 -0.1150554
110.0000 1.9079128 9.3065697 1.7225585 -0.1829760 1.5165717 -0.1173422
110.0200 1.8942961 9.3038232 1.7247690 -0.1820375 1.5165848 -0.1193392
110.0400 1.8802649 9.3011330 1.7271738 -0.1810717 1.5165834 -0.1210534
110.0600 1.8660331 9.2984753 1.7296553 -0.1800788 1.5165678 -0.1224925
110.0800 1.8516815 9.2958914 1.7319748 -0.1790593 1.5165383 -0.1236647
110.1000 1.8377303 9.2932651 1.7340690 -0.1780137 1.5164953 -0.1245789
110.1200 1.8229466 9.2907763 1.7365293 -0.1769424 1.5164391 -0.1252444
110.1400 1.8083536 9.2882923 1.7388260 -0.1758462 1.5163698 -0.1256709
110.1600 1.7938880 9.2858435 1.7409201 -0.1747257 1.5162878 -0.1258690
110.1800 1.7790510 9.2834544 1.7432541 -0.1735817 1.5161933 -0.1258494
110.2000 1.7641776 9.2811277 1.7454808 -0.1724150 1.5160864 -0.1256234
110.2200 1.7496231 9.2788196 1.7474200 -0.1712266 1.5159675 -0.1252028
110.2400 1.7345639 9.2765892 1.7497158 -0.1700174 1.5158365 -0.1245997
110.2600 1.7197918 9.2744100 1.7516602 -0.1687885 1.5156937 -0.1238266
110.2800 1.7045294 9.2722921 1.7540437 -0.1675410 1.5155392 -0.1228964
110.3000 1.6901293 9.2701866 1.7556659 -0.1662759 1.5153731 -0.1218223
110.3200 1.6748393 9.2681973 1.7579565 -0.1649945 1.5151955 -0.1206177
110.3400 1.6600968 9.2662280 1.7598198 -0.1636979 1.5150065 -0.1192965
110.3600 1.6453759 9.2643133 1.7616820 -0.1623874 1.5148061 -0.1178725
110.3800 1.6304939 9.2624703 1.7636811 -0.1610643 1.5145942 -0.1163601
110.4000 1.6156353 9.2606918 1.7656707 -0.1597298 1.5143711 -0.1147736
110.4200 1.6013227 9.2589456 1.7672563 -0.1583852 1.5141366 -0.1131275
110.4400 1.5865316 9.2572945 1.7692629 -0.1570317 1.5138907 -0.1114364
110.4600 1.5721255 9.2556792 1.7710516 -0.1556706 1.5136334 -0.1097151
110.4800 1.5579433 9.2541274 1.7726956 -0.1543031 1.5133647 -0.1079783
110.5000 1.5436607 9.2526338 1.7745659 -0.1529304 1.5130846 -0.1062407
110.5200 1.5297384 9.2512107 1.7761555 -0.1515535 1.5127929 -0.1045172
110.5400 1.5157787 9.2498326 1.7779913 -0.1501737 1.5124896 -0.1028224
110.5600 1.5021667 9.2485240 1.7795953 -0.1487918 1.5121746 -0.1011709
110.5800 1.4888513 9.2472626 1.7811257 -0.1474088 1.5118479 -0.0995772
110.6000 1.4752619 9.2460853 1.7830340 -0.1460255 1.5115093 -0.0980557
110.6200 1.4624715 9.2449276 1.7844949 -0.1446426 1.5111589 -0.0966206
110.6400 1.4495788 9.2438604 1.7861621 -0.1432607 1.5107966 -0.0952858
110.6600 1.4373126 9.2428215 1.7875544 -0.1418803 1.5104222 -0.0940650
110.6800 1.4246947 9.2418526 1.7895151 -0.1405016 1.5100357 -0.0929717
110.7000 1.4129794 9.2409420 1.7908308 -0.1391249 1.5096371 -0.0920190
110.7200 1.4010991 9.2400742 1.7926594 -0.1377500 1.5092264 -0.0912197
110.7400 1.3901801 9.2392480 1.7938780 -0.1363769 1.5088035 -0.0905864
110.7600 1.3787521 9.2384903 1.7958808 -0.1350050 1.5083684 -0.0901310
110.7800 1.3684524 9.2377640 1.7971722 -0.1336337 1.5079212 -0.0898653
110.8000 1.3579967 9.2370981 1.7989463 -0.1322622 1.5074619 -0.0898004
110.8200 1.3481985 9.2364646 1.8005059 -0.1308895 1.5069906 -0.0899472
110.8400 1.3389348 9.2358583 1.8020071 -0.1295140 1.5065074 -0.0903158
110.8600 1.3294473 9.2353509 1.8039395 -0.1281344 1.5060124 -0.0909162
110.8800 1.3214119 9.2347899 1.8052338 -0.1267486 1.5055059 -0.0917575
110.9000 1.3128122 9.2343542 1.8072171 -0.1253545 1.5049879 -0.0928485
110.9200 1.3054863 9.2338807 1.8087009 -0.1239497 1.5044589 -0.0941973
110.9400 1.2981472 9.2334839 1.8105321 -0.1225313 1.5039190 -0.0958114
110.9600 1.2917109 9.2330915 1.8120892 -0.1210962 1.5033687 -0.0976980
110.9800 1.2851657 9.2327470 1.8142193 -0.1196411 1.5028084 -0.0998632
111.0000 1.2802088 9.2323676 1.8155665 -0.1181622 1.5022384 -0.1023129
111.0200 1.2747699 9.2320756 1.8177189 -0.1166553 1.5016594 -0.1050522
111.0400 1.2704124 9.2317819 1.8194797 -0.1151159 1.5010719 -0.1080855
111.0600 1.2666965 9.2314595 1.8214000 -0.1135393 1.5004766 -0.1114167
111.0800 1.2636761 9.2311876 1.8231239 -0.1119202 1.4998741 -0.1150489
111.1000 1.2607529 9.2309341 1.8253755 -0.1102530 1.4992653 -0.1189847
111.1200 1.2591361 9.2306435 1.8271840 -0.1085318 1.4986510 -0.1232259
111.1400 1.2579577 9.2303622 1.8292323 -0.1067502 1.4980322 -0.1277737
111.1600 1.2575240 9.2301011 1.8311812 -0.1049015 1.4974098 -0.1326285
111.1800 1.2575724 9.2298217 1.8334459 -0.1029785 1.4967849 -0.1377903
111.2000 1.2584074 9.2295387 1.8356746 -0.1009738 1.4961587 -0.1432582
111.2200 1.2605814 9.2292022 1.8375269 -0.0988794 1.4955325 -0.1490308
111.2400 1.2626537 9.2289197 1.8400002 -0.0966869 1.4949076 -0.1551059
111.2600 1.2662656 9.2285591 1.8420076 -0.0943878 1.4942854 -0.1614808
111.2800 1.2701838 9.2282018 1.8444425 -0.0919729 1.4936674 -0.1681521
111.3000 1.2750866 9.2278124 1.8467840 -0.0894329 1.4930554 -0.1751158
111.3200 1.2811621 9.2273835 1.8488836 -0.0867577 1.4924508 -0.1823672
111.3400 1.2877472 9.2269261 1.8513470 -0.0839373 1.4918557 -0.1899012
111.3600 1.2951350 9.2264578 1.8538245 -0.0809610 1.4912718 -0.1977119
111.3800 1.3039183 9.2259040 1.8560337 -0.0778180 1.4907011 -0.2057929
111.4000 1.3130395 9.2253379 1.8587191 -0.0744970 1.4901458 -0.2141373
111.4200 1.3236587 9.2247245 1.8608964 -0.0709864 1.4896079 -0.2227377
111.4400 1.3350302 9.2240290 1.8634244 -0.0672742 1.4890899 -0.2315861
111.4600 1.3470127 9.2233462 1.8660736 -0.0633483 1.4885940 -0.2406739
111.4800 1.3608183 9.2225219 1.8682758 -0.0591961 1.4881227 -0.2499924
111.5000 1.3748660 9.2217265 1.8708953 -0.0548049 1.4876786 -0.2595320
111.5200 1.3904168 9.2207931 1.8733660 -0.0501615 1.4872643 -0.2692830
111.5400 1.4067424 9.2198644 1.8758379 -0.0452528 1.4868826 -0.2792352
111.5600 1.4241993 9.2188227 1.8784237 -0.0400651 1.4865363 -0.2893779
111.5800 1.4430030 9.2177249 1.8806998 -0.0345848 1.4862283 -0.2997003
111.6000 1.4627150 9.2165606 1.8831252 -0.0287980 1.4859617 -0.3101910
111.6200 1.4833058 9.2153271 1.8857372 -0.0226906 1.4857395 -0.3208385
111.6400 1.5054831 9.2140048 1.8879379 -0.0162484 1.4855650 -0.3316310
111.6600 1.5283489 9.2126310 1.8904366 -0.0094572 1.4854413 -0.3425565
111.6800 1.5524789 9.2111609 1.8928575 -0.0023025 1.4853718 -0.3536025
111.7000 1.5781909 9.2095959 1.8948937 0.0052300 1.4853599 -0.3647567
111.7200 1.6045708 9.2079947 1.8971818 0.0131550 1.4854090 -0.3760064
111.7400 1.6320744 9.2062796 1.8995860 0.0214867 1.4855227 -0.3873389
111.7600 1.6613035 9.2044753 1.9014420 0.0302398 1.4857046 -0.3987414
111.7800 1.6910679 9.2026239 1.9037056 0.0394286 1.4859584 -0.4102008
111.8000 1.7223980 9.2006649 1.9056345 0.0490675 1.4862876 -0.4217043
111.8200 1.7546490 9.1986261 1.9077236 0.0591706 1.4866961 -0.4332389
111.8400 1.7886180 9.1964932 1.9092759 0.0697520 1.4871876 -0.4447916
111.8600 1.8233021 9.1942893 1.9111346 0.0808256 1.4877659 -0.4563496
111.8800 1.8590005 9.1920218 1.9129843 0.0924051 1.4884349 -0.4678999
111.9000 1.8964856 9.1896277 1.9143394 0.1045040 1.4891984 -0.4794300
111.9200 1.9346331 9.1871837 1.9159447 0.1171354 1.4900603 -0.4909271
111.9400 1.9739732 9.1846616 1.9174058 0.1303123 1.4910244 -0.5023788
111.9600 2.0150702 9.1820224 1.9183389 0.1440472 1.4920947 -0.5137729
111.9800 2.0562863 9.1793610 1.9198875 0.1583522 1.4932750 -0.5250973
112.0000 2.0995589 9.1765795 1.9206219 0.1732393 1.4945691 -0.5363402
112.0200 2.1435046 9.1737449 1.9215524 0.1887196 1.4959810 -0.5474899
112.0400 2.1886076 9.1708339 1.9223062 0.2048043 1.4975144 -0.5585353
112.0600 2.2345286 9.1678575 1.9231399 0.2215036 1.4991731 -0.5694653
112.0800 2.2821295 9.1647936 1.9233303 0.2388274 1.5009607 -0.5802692
112.1000 2.3299917 9.1616965 1.9239554 0.2567852 1.5028811 -0.5909367
112.1200 2.3794941 9.1585207 1.9239069 0.2753857 1.5049378 -0.6014577
112.1400 2.4296389 9.1552751 1.9240464 0.2946370 1.5071343 -0.6118228
112.1600 2.4808563 9.1519832 1.9238700 0.3145467 1.5094742 -0.6220227
112.1800 2.5326295 9.1486650 1.9237513 0.3351215 1.5119608 -0.6320485
112.2000 2.5858815 9.1452529 1.9230866 0.3563677 1.5145974 -0.6418919
112.2200 2.6392966 9.1418310 1.9227262 0.3782907 1.5173872 -0.6515450
112.2400 2.6941058 9.1383541 1.9217013 0.4008951 1.5203332 -0.6610002
112.2600 2.7491083 9.1348459 1.9209835 0.4241850 1.5234385 -0.6702505
112.2800 2.8052945 9.1312938 1.9196971 0.4481633 1.5267059 -0.6792894
112.3000 2.8616161 9.1277296 1.9186387 0.4728325 1.5301381 -0.6881108
112.3200 2.9192588 9.1241265 1.9168117 0.4981941 1.5337375 -0.6967090
112.3400 2.9764974 9.1205231 1.9155912 0.5242486 1.5375067 -0.7050789
112.3600 3.0352214 9.1168677 1.9134422 0.5509957 1.5414478 -0.7132160
112.3800 3.0937871 9.1132492 1.9114684 0.5784345 1.5455629 -0.7211160
112.4000 3.1526183 9.1095958 1.9095276 0.6065629 1.5498539 -0.7287754
112.4200 3.2121399 9.1059517 1.9070342 0.6353779 1.5543226 -0.7361910
112.4400 3.2718324 9.1023083 1.9044483 0.6648756 1.5589703 -0.7433602
112.4600 3.3315318 9.0986766 1.9018346 0.6950512 1.5637985 -0.7502809
112.4800 3.3916895 9.0950467 1.8987889 0.7258991 1.5688081 -0.7569514
112.5000 3.4514384 9.0914648 1.8958643 0.7574124 1.5740001 -0.7633706
112.5200 3.5114738 9.0878655 1.8926499 0.7895836 1.5793752 -0.7695378
112.5400 3.5713494 9.0843403 1.8891480 0.8224040 1.5849337 -0.7754529
112.5600 3.6311427 9.0808109 1.8855452 0.8558639 1.5906758 -0.7811160
112.5800 3.6905799 9.0773392 1.8818000 0.8899530 1.5966016 -0.7865281
112.6000 3.7496637 9.0739065 1.8779351 0.9246596 1.6027105 -0.7916902
112.6200 3.8083727 9.0705247 1.8738747 0.9599714 1.6090022 -0.7966040
112.6400 3.8668547 9.0671873 1.8694646 0.9958748 1.6154758 -0.8012716
112.6600 3.9243786 9.0639178 1.8652100 1.0323556 1.6221300 -0.8056955
112.6800 3.9814458 9.0607132 1.8606280 1.0693983 1.6289637 -0.8098785
112.7000 4.0380437 9.0575531 1.8557582 1.1069869 1.6359752 -0.8138239
112.7200 4.0934671 9.0544725 1.8510333 1.1451042 1.6431624 -0.8175354
112.7400 4.1483009 9.0514830 1.8458412 1.1837322 1.6505233 -0.8210170
112.7600 4.2015543 9.0485798 1.8410168 1.2228519 1.6580553 -0.8242730
112.7800 4.2548002 9.0457046 1.8353527 1.2624436 1.6657556 -0.8273080
112.8000 4.3059854 9.0429816 1.8301127 1.3024867 1.6736211 -0.8301271
112.8200 4.3564035 9.0403096 1.8245017 1.3429598 1.6816486 -0.8327355
112.8400 4.4052807 9.0377465 1.8189179 1.3838406 1.6898342 -0.8351388
112.8600 4.4531402 9.0352712 1.8129307 1.4251061 1.6981741 -0.8373426
112.8800 4.4990557 9.0329195 1.8071552 1.4667327 1.7066640 -0.8393531
112.9000 4.5439236 9.0306401 1.8009549 1.5086958 1.7152994 -0.8411764
112.9200 4.5867985 9.0284935 1.7948637 1.5509702 1.7240754 -0.8428190
112.9400 4.6278727 9.0264453 1.7887945 1.5935303 1.7329868 -0.8442874
112.9600 4.6677909 9.0245005 1.7821119 1.6363496 1.7420282 -0.8455883
112.9800 4.7051346 9.0226960 1.7758555 1.6794010 1.7511940 -0.8467286
113.0000 4.7409809 9.0209755 1.7692549 1.7226570 1.7604781 -0.8477153
113.0200 4.7747149 9.0193932 1.7625811 1.7660894 1.7698743 -0.8485554
113.0400 4.8061636 9.0179412 1.7559650 1.8096698 1.7793759 -0.8492560
113.0600 4.8358736 9.0165841 1.7490217 1.8533692 1.7889763 -0.8498244
113.0800 4.8628980 9.0153735 1.7423230 1.8971580 1.7986681 -0.8502677
113.1000 4.8881009 9.0142839 1.7351698 1.9410065 1.8084442 -0.8505931
113.1200 4.9108479 9.0132886 1.7281768 1.9848846 1.8182969 -0.8508079
113.1400 4.9307737 9.0124832 1.7212344 2.0287620 1.8282184 -0.8509192
