t lat lon h Vxg Vyg Vzg pitch roll tHdg
97.8800 37.6245846 -122.3846442 5.6014424 20.5316731 -0.9306069 -14.6036172 7.9609836 -2.2678525 321.8699762
97.9000 37.6245883 -122.3846475 5.5827244 20.5448920 -0.9358990 -14.6160387 7.9521506 -2.3159682 321.8599495
97.9200 37.6245919 -122.3846508 5.5639027 20.5582261 -0.9410858 -14.6286068 7.9435372 -2.3640582 321.8498559
97.9400 37.6245956 -122.3846542 5.5449793 20.5716592 -0.9461692 -14.6412995 7.9351407 -2.4121076 321.8396959
97.9600 37.6245993 -122.3846575 5.5259563 20.5851746 -0.9511511 -14.6541122 7.9269584 -2.4601018 321.8294700
97.9800 37.6246030 -122.3846608 5.5068356 20.5987574 -0.9560333 -14.6670361 7.9189877 -2.5080261 321.8191783
98.0000 37.6246067 -122.3846641 5.4876193 20.6123885 -0.9608179 -14.6800495 7.9112258 -2.5558660 321.8088213
98.0200 37.6246104 -122.3846675 5.4683091 20.6260535 -0.9655070 -14.6931564 7.9036701 -2.6036070 321.7983991
98.0400 37.6246142 -122.3846708 5.4489071 20.6397329 -0.9701025 -14.7063262 7.8963178 -2.6512349 321.7879119
98.0600 37.6246179 -122.3846741 5.4294150 20.6534118 -0.9746068 -14.7195632 7.8891664 -2.6987357 321.7773597
98.0800 37.6246216 -122.3846775 5.4098345 20.6670711 -0.9790219 -14.7328453 7.8822132 -2.7460957 321.7667425
98.1000 37.6246253 -122.3846808 5.3901675 20.6806936 -0.9833502 -14.7461639 7.8754556 -2.7933012 321.7560603
98.1200 37.6246290 -122.3846842 5.3704156 20.6942626 -0.9875938 -14.7595056 7.8688913 -2.8403389 321.7453129
98.1400 37.6246327 -122.3846875 5.3505805 20.7077603 -0.9917552 -14.7728658 7.8625177 -2.8871959 321.7345002
98.1600 37.6246364 -122.3846909 5.3306638 20.7211695 -0.9958366 -14.7862186 7.8563326 -2.9338594 321.7236218
98.1800 37.6246402 -122.3846942 5.3106670 20.7344718 -0.9998405 -14.7995635 7.8503336 -2.9803172 321.7126774
98.2000 37.6246439 -122.3846976 5.2905916 20.7476516 -1.0037690 -14.8128875 7.8445188 -3.0265572 321.7016667
98.2200 37.6246476 -122.3847010 5.2704391 20.7606906 -1.0076247 -14.8261728 7.8388860 -3.0725679 321.6905893
98.2400 37.6246514 -122.3847043 5.2502109 20.7735719 -1.0114100 -14.8394109 7.8334335 -3.1183380 321.6794446
98.2600 37.6246551 -122.3847077 5.2299084 20.7862792 -1.0151271 -14.8525925 7.8281595 -3.1638568 321.6682321
98.2800 37.6246588 -122.3847111 5.2095328 20.7987954 -1.0187784 -14.8657047 7.8230624 -3.2091140 321.6569512
98.3000 37.6246626 -122.3847144 5.1890855 20.8111040 -1.0223664 -14.8787341 7.8181408 -3.2540997 321.6456013
98.3200 37.6246663 -122.3847178 5.1685676 20.8231905 -1.0258933 -14.8916766 7.8133934 -3.2988044 321.6341816
98.3400 37.6246700 -122.3847212 5.1479804 20.8350366 -1.0293614 -14.9045140 7.8088192 -3.3432193 321.6226915
98.3600 37.6246738 -122.3847246 5.1273249 20.8466300 -1.0327730 -14.9172380 7.8044174 -3.3873359 321.6111300
98.3800 37.6246775 -122.3847280 5.1066023 20.8579524 -1.0361303 -14.9298397 7.8001871 -3.4311463 321.5994964
98.4000 37.6246813 -122.3847313 5.0858136 20.8689926 -1.0394357 -14.9423100 7.7961281 -3.4746431 321.5877899
98.4200 37.6246850 -122.3847347 5.0649598 20.8797335 -1.0426910 -14.9546357 7.7922398 -3.5178195 321.5760094
98.4400 37.6246888 -122.3847381 5.0440418 20.8901632 -1.0458985 -14.9668127 7.7885224 -3.5606692 321.5641541
98.4600 37.6246925 -122.3847415 5.0230606 20.9002685 -1.0490603 -14.9788275 7.7849760 -3.6031863 321.5522228
98.4800 37.6246963 -122.3847449 5.0020171 20.9100350 -1.0521781 -14.9906714 7.7816010 -3.6453657 321.5402147
98.5000 37.6247001 -122.3847483 4.9809120 20.9194530 -1.0552540 -15.0023399 7.7783980 -3.6872028 321.5281286
98.5200 37.6247038 -122.3847517 4.9597462 20.9285095 -1.0582897 -15.0138198 7.7753679 -3.7286933 321.5159634
98.5400 37.6247076 -122.3847551 4.9385204 20.9371931 -1.0612870 -15.0251110 7.7725118 -3.7698340 321.5037179
98.5600 37.6247113 -122.3847585 4.9172355 20.9454945 -1.0642475 -15.0362004 7.7698311 -3.8106217 321.4913912
98.5800 37.6247151 -122.3847620 4.8958920 20.9534031 -1.0671727 -15.0470837 7.7673273 -3.8510541 321.4789818
98.6000 37.6247189 -122.3847654 4.8744908 20.9609106 -1.0700642 -15.0577560 7.7650023 -3.8911295 321.4664887
98.6200 37.6247226 -122.3847688 4.8530323 20.9680075 -1.0729231 -15.0682047 7.7628581 -3.9308466 321.4539105
98.6400 37.6247264 -122.3847722 4.8315173 20.9746872 -1.0757508 -15.0784293 7.7608972 -3.9702047 321.4412461
98.6600 37.6247302 -122.3847756 4.8099463 20.9809412 -1.0785485 -15.0884299 7.7591222 -4.0092038 321.4284941
98.6800 37.6247339 -122.3847791 4.7883200 20.9867648 -1.0813170 -15.0981936 7.7575357 -4.0478443 321.4156533
98.7000 37.6247377 -122.3847825 4.7666388 20.9921506 -1.0840573 -15.1077200 7.7561410 -4.0861272 321.4027222
98.7200 37.6247415 -122.3847859 4.7449034 20.9970946 -1.0867702 -15.1170093 7.7549414 -4.1240542 321.3896997
98.7400 37.6247453 -122.3847893 4.7231143 21.0015921 -1.0894563 -15.1260483 7.7539404 -4.1616273 321.3765842
98.7600 37.6247490 -122.3847928 4.7012720 21.0056402 -1.0921160 -15.1348410 7.7531417 -4.1988491 321.3633746
98.7800 37.6247528 -122.3847962 4.6793770 21.0092356 -1.0947499 -15.1433880 7.7525495 -4.2357229 321.3500693
98.8000 37.6247566 -122.3847996 4.6574298 21.0123765 -1.0973581 -15.1516846 7.7521679 -4.2722522 321.3366671
98.8200 37.6247603 -122.3848031 4.6354310 21.0150615 -1.0999407 -15.1597306 7.7520014 -4.3084413 321.3231664
98.8400 37.6247641 -122.3848065 4.6133810 21.0172893 -1.1024977 -15.1675220 7.7520546 -4.3442947 321.3095660
98.8600 37.6247679 -122.3848100 4.5912805 21.0190624 -1.1050289 -15.1750629 7.7523325 -4.3798177 321.2958644
98.8800 37.6247717 -122.3848134 4.5691298 21.0203794 -1.1075340 -15.1823536 7.7528400 -4.4150157 321.2820602
98.9000 37.6247754 -122.3848169 4.5469295 21.0212427 -1.1100124 -15.1893893 7.7535824 -4.4498949 321.2681520
98.9200 37.6247792 -122.3848203 4.5246803 21.0216547 -1.1124637 -15.1961748 7.7545651 -4.4844616 321.2541385
98.9400 37.6247830 -122.3848237 4.5023825 21.0216195 -1.1148871 -15.2027186 7.7557936 -4.5187228 321.2400181
98.9600 37.6247868 -122.3848272 4.4800369 21.0211397 -1.1172815 -15.2090077 7.7572737 -4.5526856 321.2257895
98.9800 37.6247906 -122.3848306 4.4576440 21.0202197 -1.1196461 -15.2150640 7.7590113 -4.5863578 321.2114513
99.0000 37.6247943 -122.3848341 4.4352044 21.0188655 -1.1219795 -15.2208744 7.7610122 -4.6197472 321.1970022
99.0200 37.6247981 -122.3848375 4.4127188 21.0170834 -1.1242805 -15.2264521 7.7632825 -4.6528623 321.1824406
99.0400 37.6248019 -122.3848410 4.3901878 21.0148789 -1.1265476 -15.2317928 7.7658285 -4.6857117 321.1677653
99.0600 37.6248056 -122.3848445 4.3676122 21.0122593 -1.1287791 -15.2369094 7.7686564 -4.7183043 321.1529749
99.0800 37.6248094 -122.3848479 4.3449928 21.0092335 -1.1309733 -15.2418068 7.7717726 -4.7506493 321.1380681
99.1000 37.6248132 -122.3848514 4.3223302 21.0058082 -1.1331283 -15.2464801 7.7751834 -4.7827563 321.1230434
99.1200 37.6248170 -122.3848548 4.2996254 21.0019940 -1.1352421 -15.2509475 7.7788953 -4.8146350 321.1078996
99.1400 37.6248207 -122.3848583 4.2768791 20.9977994 -1.1373123 -15.2552039 7.7829146 -4.8462954 321.0926355
99.1600 37.6248245 -122.3848618 4.2540924 20.9932354 -1.1393370 -15.2592678 7.7872480 -4.8777475 321.0772496
99.1800 37.6248283 -122.3848652 4.2312661 20.9883114 -1.1413134 -15.2631341 7.7919017 -4.9090017 321.0617407
99.2000 37.6248320 -122.3848687 4.2084013 20.9830399 -1.1432392 -15.2668163 7.7968823 -4.9400686 321.0461076
99.2200 37.6248358 -122.3848721 4.1854991 20.9774314 -1.1451116 -15.2703233 7.8021961 -4.9709586 321.0303491
99.2400 37.6248396 -122.3848756 4.1625605 20.9714980 -1.1469279 -15.2736595 7.8078494 -5.0016826 321.0144640
99.2600 37.6248433 -122.3848791 4.1395868 20.9652528 -1.1486853 -15.2768336 7.8138485 -5.0322514 320.9984510
99.2800 37.6248471 -122.3848825 4.1165792 20.9587074 -1.1503807 -15.2798545 7.8201996 -5.0626758 320.9823092
99.3000 37.6248509 -122.3848860 4.0935390 20.9518762 -1.1520110 -15.2827269 7.8269085 -5.0929668 320.9660372
99.3200 37.6248546 -122.3848895 4.0704675 20.9447710 -1.1535731 -15.2854679 7.8339814 -5.1231354 320.9496341
99.3400 37.6248584 -122.3848929 4.0473663 20.9374074 -1.1550638 -15.2880825 7.8414239 -5.1531926 320.9330988
99.3600 37.6248622 -122.3848964 4.0242367 20.9297982 -1.1564797 -15.2905746 7.8492416 -5.1831492 320.9164303
99.3800 37.6248659 -122.3848999 4.0010803 20.9219568 -1.1578174 -15.2929624 7.8574399 -5.2130163 320.8996276
99.4000 37.6248697 -122.3849033 3.9778988 20.9138992 -1.1590734 -15.2952454 7.8660242 -5.2428046 320.8826898
99.4200 37.6248734 -122.3849068 3.9546940 20.9056390 -1.1602442 -15.2974460 7.8749992 -5.2725251 320.8656159
99.4400 37.6248772 -122.3849103 3.9314674 20.8971911 -1.1613263 -15.2995597 7.8843700 -5.3021883 320.8484050
99.4600 37.6248809 -122.3849137 3.9082211 20.8885695 -1.1623161 -15.3016131 7.8941409 -5.3318050 320.8310564
99.4800 37.6248847 -122.3849172 3.8849569 20.8797892 -1.1632098 -15.3035971 7.9043162 -5.3613854 320.8135692
99.5000 37.6248884 -122.3849207 3.8616768 20.8708653 -1.1640038 -15.3055341 7.9149000 -5.3909401 320.7959427
99.5200 37.6248922 -122.3849242 3.8383830 20.8618128 -1.1646944 -15.3074328 7.9258959 -5.4204790 320.7781762
99.5400 37.6248959 -122.3849276 3.8150774 20.8526455 -1.1652779 -15.3093018 7.9373074 -5.4500121 320.7602690
99.5600 37.6248997 -122.3849311 3.7917624 20.8433786 -1.1657505 -15.3111505 7.9491374 -5.4795492 320.7422205
99.5800 37.6249034 -122.3849346 3.7684402 20.8340266 -1.1661086 -15.3129915 7.9613888 -5.5090998 320.7240301
99.6000 37.6249071 -122.3849380 3.7451132 20.8246027 -1.1663485 -15.3148253 7.9740639 -5.5386732 320.7056974
99.6200 37.6249109 -122.3849415 3.7217839 20.8151222 -1.1664664 -15.3166737 7.9871647 -5.5682784 320.6872218
99.6400 37.6249146 -122.3849450 3.6984547 20.8055998 -1.1664588 -15.3185368 8.0006929 -5.5979242 320.6686028
99.6600 37.6249184 -122.3849485 3.6751283 20.7960468 -1.1663220 -15.3204366 8.0146497 -5.6276192 320.6498403
99.6800 37.6249221 -122.3849519 3.6518073 20.7864783 -1.1660524 -15.3223688 8.0290361 -5.6573715 320.6309338
99.7000 37.6249258 -122.3849554 3.6284943 20.7769070 -1.1656467 -15.3243511 8.0438525 -5.6871890 320.6118830
99.7200 37.6249296 -122.3849589 3.6051923 20.7673457 -1.1651012 -15.3263878 8.0590990 -5.7170794 320.5926878
99.7400 37.6249333 -122.3849624 3.5819040 20.7578073 -1.1644127 -15.3284921 8.0747752 -5.7470498 320.5733480
99.7600 37.6249370 -122.3849658 3.5586325 20.7483029 -1.1635778 -15.3306685 8.0908803 -5.7771073 320.5538636
99.7800 37.6249407 -122.3849693 3.5353806 20.7388441 -1.1625934 -15.3329304 8.1074131 -5.8072583 320.5342344
99.8000 37.6249445 -122.3849728 3.5121515 20.7294431 -1.1614564 -15.3352775 8.1243719 -5.8375092 320.5144605
99.8200 37.6249482 -122.3849763 3.4889482 20.7201096 -1.1601637 -15.3377275 8.1417547 -5.8678657 320.4945419
99.8400 37.6249519 -122.3849798 3.4657740 20.7108551 -1.1587124 -15.3402851 8.1595589 -5.8983334 320.4744788
99.8600 37.6249556 -122.3849832 3.4426320 20.7016873 -1.1570999 -15.3429499 8.1777814 -5.9289174 320.4542715
99.8800 37.6249593 -122.3849867 3.4195255 20.6926170 -1.1553234 -15.3457442 8.1964188 -5.9596223 320.4339200
99.9000 37.6249630 -122.3849902 3.3964579 20.6836529 -1.1533805 -15.3486592 8.2154672 -5.9904526 320.4134249
99.9200 37.6249668 -122.3849937 3.3734325 20.6748018 -1.1512687 -15.3517036 8.2349222 -6.0214121 320.3927863
99.9400 37.6249705 -122.3849972 3.3504528 20.6660731 -1.1489860 -15.3548951 8.2547790 -6.0525045 320.3720048
99.9600 37.6249742 -122.3850006 3.3275222 20.6574724 -1.1465301 -15.3582293 8.2750323 -6.0837327 320.3510809
99.9800 37.6249779 -122.3850041 3.3046442 20.6490062 -1.1438993 -15.3617150 8.2956764 -6.1150996 320.3300151
100.0000 37.6249816 -122.3850076 3.2818224 20.6406802 -1.1410918 -15.3653478 8.3167050 -6.1466075 320.3088080
100.0200 37.6249853 -122.3850111 3.2590603 20.6325004 -1.1381060 -15.3691495 8.3381116 -6.1782583 320.2874603
100.0400 37.6249890 -122.3850146 3.2363614 20.6244704 -1.1349405 -15.3731029 8.3598891 -6.2100536 320.2659727
100.0600 37.6249927 -122.3850181 3.2137296 20.6165942 -1.1315943 -15.3772343 8.3820301 -6.2419943 320.2443461
100.0800 37.6249964 -122.3850216 3.1911682 20.6088748 -1.1280662 -15.3815300 8.4045265 -6.2740813 320.2225812
100.1000 37.6250001 -122.3850250 3.1686811 20.6013156 -1.1243554 -15.3859951 8.4273700 -6.3063147 320.2006791
100.1200 37.6250038 -122.3850285 3.1462719 20.5939180 -1.1204614 -15.3906424 8.4505520 -6.3386946 320.1786406
100.1400 37.6250075 -122.3850320 3.1239442 20.5866828 -1.1163836 -15.3954542 8.4740632 -6.3712204 320.1564669
100.1600 37.6250112 -122.3850355 3.1017018 20.5796120 -1.1121220 -15.4004529 8.4978942 -6.4038911 320.1341590
100.1800 37.6250149 -122.3850390 3.0795483 20.5727034 -1.1076764 -15.4056293 8.5220350 -6.4367055 320.1117180
100.2000 37.6250186 -122.3850425 3.0574873 20.5659592 -1.1030472 -15.4109791 8.5464754 -6.4696619 320.0891452
100.2200 37.6250223 -122.3850460 3.0355226 20.5593751 -1.0982346 -15.4165154 8.5712047 -6.5027583 320.0664418
100.2400 37.6250260 -122.3850495 3.0136578 20.5529518 -1.0932393 -15.4222208 8.5962121 -6.5359921 320.0436091
100.2600 37.6250297 -122.3850530 2.9918966 20.5466857 -1.0880622 -15.4281083 8.6214861 -6.5693606 320.0206486
100.2800 37.6250334 -122.3850565 2.9702425 20.5405727 -1.0827044 -15.4341734 8.6470152 -6.6028605 319.9975616
100.3000 37.6250370 -122.3850600 2.9486992 20.5346106 -1.0771669 -15.4404075 8.6727876 -6.6364885 319.9743496
100.3200 37.6250407 -122.3850635 2.9272701 20.5287950 -1.0714514 -15.4468191 8.6987911 -6.6702405 319.9510141
100.3400 37.6250444 -122.3850670 2.9059590 20.5231200 -1.0655596 -15.4533951 8.7250133 -6.7041123 319.9275567
100.3600 37.6250481 -122.3850705 2.8847691 20.5175815 -1.0594932 -15.4601401 8.7514415 -6.7380995 319.9039790
100.3800 37.6250518 -122.3850740 2.8637040 20.5121719 -1.0532545 -15.4670492 8.7780628 -6.7721971 319.8802827
100.4000 37.6250555 -122.3850775 2.8427671 20.5068869 -1.0468458 -15.4741093 8.8048643 -6.8064000 319.8564694
100.4200 37.6250592 -122.3850810 2.8219617 20.5017175 -1.0402695 -15.4813294 8.8318325 -6.8407026 319.8325410
100.4400 37.6250628 -122.3850846 2.8012911 20.4966575 -1.0335284 -15.4887004 8.8589542 -6.8750992 319.8084991
100.4600 37.6250665 -122.3850881 2.7807586 20.4916991 -1.0266255 -15.4962136 8.8862157 -6.9095837 319.7843457
100.4800 37.6250702 -122.3850916 2.7603673 20.4868328 -1.0195638 -15.5038644 8.9136034 -6.9441499 319.7600826
100.5000 37.6250739 -122.3850951 2.7401204 20.4820518 -1.0123466 -15.5116485 8.9411033 -6.9787910 319.7357116
100.5200 37.6250776 -122.3850986 2.7200209 20.4773451 -1.0049776 -15.5195613 8.9687018 -7.0135003 319.7112347
100.5400 37.6250812 -122.3851021 2.7000716 20.4727053 -0.9974603 -15.5275941 8.9963847 -7.0482707 319.6866539
100.5600 37.6250849 -122.3851057 2.6802757 20.4681206 -0.9897986 -15.5357424 9.0241382 -7.0830949 319.6619710
100.5800 37.6250886 -122.3851092 2.6606357 20.4635821 -0.9819965 -15.5439972 9.0519483 -7.1179654 319.6371883
100.6000 37.6250923 -122.3851127 2.6411546 20.4590793 -0.9740583 -15.5523454 9.0798009 -7.1528744 319.6123075
100.6200 37.6250959 -122.3851162 2.6218348 20.4546019 -0.9659883 -15.5607957 9.1076820 -7.1878142 319.5873309
100.6400 37.6250996 -122.3851198 2.6026790 20.4501384 -0.9577909 -15.5693216 9.1355777 -7.2227765 319.5622604
100.6600 37.6251033 -122.3851233 2.5836896 20.4456780 -0.9494710 -15.5779274 9.1634743 -7.2577532 319.5370981
100.6800 37.6251070 -122.3851268 2.5648689 20.4412108 -0.9410332 -15.5866045 9.1913578 -7.2927359 319.5118461
100.7000 37.6251106 -122.3851304 2.5462193 20.4367243 -0.9324824 -15.5953348 9.2192146 -7.3277160 319.4865066
100.7200 37.6251143 -122.3851339 2.5277428 20.4322070 -0.9238238 -15.6041186 9.2470311 -7.3626849 319.4610816
100.7400 37.6251180 -122.3851375 2.5094415 20.4276481 -0.9150624 -15.6129426 9.2747940 -7.3976339 319.4355732
100.7600 37.6251216 -122.3851410 2.4913175 20.4230359 -0.9062036 -15.6218067 9.3024901 -7.4325540 319.4099836
100.7800 37.6251253 -122.3851445 2.4733724 20.4183592 -0.8972527 -15.6306885 9.3301062 -7.4674364 319.3843148
100.8000 37.6251290 -122.3851481 2.4556081 20.4136063 -0.8882152 -15.6395929 9.3576296 -7.5022721 319.3585690
100.8200 37.6251326 -122.3851516 2.4380262 20.4087655 -0.8790965 -15.6484975 9.3850477 -7.5370518 319.3327482
100.8400 37.6251363 -122.3851552 2.4206281 20.4038261 -0.8699023 -15.6574022 9.4123481 -7.5717666 319.3068546
100.8600 37.6251400 -122.3851587 2.4034154 20.3987764 -0.8606383 -15.6662940 9.4395187 -7.6064073 319.2808901
100.8800 37.6251436 -122.3851623 2.3863892 20.3936058 -0.8513101 -15.6751681 9.4665477 -7.6409646 319.2548570
100.9000 37.6251473 -122.3851659 2.3695507 20.3883031 -0.8419235 -15.6840117 9.4934236 -7.6754295 319.2287572
100.9200 37.6251509 -122.3851694 2.3529010 20.3828576 -0.8324843 -15.6928153 9.5201351 -7.7097926 319.2025927
100.9400 37.6251546 -122.3851730 2.3364411 20.3772582 -0.8229982 -15.7015707 9.5466715 -7.7440449 319.1763656
100.9600 37.6251583 -122.3851765 2.3201716 20.3714955 -0.8134712 -15.7102730 9.5730222 -7.7781772 319.1500779
100.9800 37.6251619 -122.3851801 2.3040934 20.3655597 -0.8039091 -15.7189135 9.5991770 -7.8121804 319.1237314
101.0000 37.6251656 -122.3851837 2.2882071 20.3594400 -0.7943176 -15.7274703 9.6251261 -7.8460455 319.0973280
101.0200 37.6251692 -122.3851872 2.2725130 20.3531282 -0.7847025 -15.7359562 9.6508602 -7.8797634 319.0708698
101.0400 37.6251729 -122.3851908 2.2570116 20.3466139 -0.7750697 -15.7443405 9.6763702 -7.9133253 319.0443585
101.0600 37.6251765 -122.3851944 2.2417032 20.3398892 -0.7654249 -15.7526409 9.7016476 -7.9467223 319.0177959
101.0800 37.6251802 -122.3851980 2.2265877 20.3329463 -0.7557737 -15.7608220 9.7266841 -7.9799457 318.9911838
101.1000 37.6251838 -122.3852015 2.2116652 20.3257762 -0.7461218 -15.7688971 9.7514721 -8.0129868 318.9645239
101.1200 37.6251875 -122.3852051 2.1969357 20.3183722 -0.7364748 -15.7768483 9.7760042 -8.0458372 318.9378180
101.1400 37.6251911 -122.3852087 2.1823990 20.3107265 -0.7268382 -15.7846756 9.8002735 -8.0784886 318.9110676
101.1600 37.6251948 -122.3852123 2.1680546 20.3028329 -0.7172173 -15.7923617 9.8242737 -8.1109325 318.8842744
101.1800 37.6251984 -122.3852159 2.1539023 20.2946852 -0.7076177 -15.7999107 9.8479988 -8.1431611 318.8574398
101.2000 37.6252021 -122.3852194 2.1399414 20.2862785 -0.6980444 -15.8073092 9.8714434 -8.1751663 318.8305654
101.2200 37.6252057 -122.3852230 2.1261713 20.2776054 -0.6885026 -15.8145619 9.8946024 -8.2069404 318.8036526
101.2400 37.6252094 -122.3852266 2.1125914 20.2686637 -0.6789974 -15.8216466 9.9174713 -8.2384757 318.7767027
101.2600 37.6252130 -122.3852302 2.0992007 20.2594472 -0.6695336 -15.8285676 9.9400461 -8.2697650 318.7497171
101.2800 37.6252166 -122.3852338 2.0859984 20.2499531 -0.6601160 -15.8353252 9.9623231 -8.3008010 318.7226970
101.3000 37.6252203 -122.3852374 2.0729834 20.2401786 -0.6507492 -15.8419057 9.9842993 -8.3315766 318.6956437
101.3200 37.6252239 -122.3852410 2.0601547 20.2301209 -0.6414377 -15.8483094 10.0059720 -8.3620851 318.6685583
101.3400 37.6252275 -122.3852446 2.0475109 20.2197760 -0.6321860 -15.8545320 10.0273391 -8.3923200 318.6414418
101.3600 37.6252312 -122.3852482 2.0350510 20.2091457 -0.6229980 -15.8605686 10.0483990 -8.4222747 318.6142952
101.3800 37.6252348 -122.3852518 2.0227734 20.1982253 -0.6138780 -15.8664152 10.0691504 -8.4519433 318.5871196
101.4000 37.6252384 -122.3852554 2.0106768 20.1870167 -0.6048297 -15.8720760 10.0895925 -8.4813199 318.5599157
101.4200 37.6252420 -122.3852590 1.9987597 20.1755197 -0.5958569 -15.8775424 10.1097253 -8.5103987 318.5326845
101.4400 37.6252457 -122.3852626 1.9870204 20.1637326 -0.5869630 -15.8828098 10.1295487 -8.5391744 318.5054266
101.4600 37.6252493 -122.3852662 1.9754574 20.1516594 -0.5781516 -15.8878914 10.1490636 -8.5676418 318.4781427
101.4800 37.6252529 -122.3852698 1.9640689 20.1392994 -0.5694256 -15.8927653 10.1682709 -8.5957961 318.4508335
101.5000 37.6252565 -122.3852734 1.9528531 20.1266554 -0.5607880 -15.8974446 10.1871722 -8.6236326 318.4234995
101.5200 37.6252601 -122.3852770 1.9418083 20.1137302 -0.5522419 -15.9019338 10.2057695 -8.6511470 318.3961412
101.5400 37.6252637 -122.3852806 1.9309325 20.1005254 -0.5437895 -15.9062152 10.2240652 -8.6783351 318.3687590
101.5600 37.6252673 -122.3852842 1.9202238 20.0870456 -0.5354336 -15.9103108 10.2420620 -8.7051933 318.3413532
101.5800 37.6252709 -122.3852878 1.9096803 20.0732950 -0.5271761 -15.9141990 10.2597631 -8.7317179 318.3139243
101.6000 37.6252746 -122.3852914 1.8992999 20.0592766 -0.5190194 -15.9179011 10.2771721 -8.7579057 318.2864723
101.6200 37.6252782 -122.3852950 1.8890806 20.0449957 -0.5109650 -15.9214046 10.2942930 -8.7837537 318.2589975
101.6400 37.6252818 -122.3852986 1.8790203 20.0304581 -0.5030148 -15.9247222 10.3111301 -8.8092593 318.2314999
101.6600 37.6252853 -122.3853023 1.8691169 20.0156675 -0.4951701 -15.9278498 10.3276880 -8.8344201 318.2039796
101.6800 37.6252889 -122.3853059 1.8593683 20.0006324 -0.4874323 -15.9307920 10.3439718 -8.8592339 318.1764365
101.7000 37.6252925 -122.3853095 1.8497722 19.9853561 -0.4798025 -15.9335528 10.3599867 -8.8836990 318.1488707
101.7200 37.6252961 -122.3853131 1.8403266 19.9698474 -0.4722816 -15.9361368 10.3757385 -8.9078138 318.1212819
101.7400 37.6252997 -122.3853167 1.8310292 19.9541120 -0.4648703 -15.9385397 10.3912330 -8.9315772 318.0936699
101.7600 37.6253033 -122.3853203 1.8218778 19.9381576 -0.4575691 -15.9407746 10.4064765 -8.9549881 318.0660345
101.7800 37.6253069 -122.3853239 1.8128702 19.9219908 -0.4503784 -15.9428461 10.4214754 -8.9780459 318.0383755
101.8000 37.6253104 -122.3853276 1.8040043 19.9056202 -0.4432984 -15.9447496 10.4362365 -9.0007503 318.0106923
101.8200 37.6253140 -122.3853312 1.7952777 19.8890529 -0.4363291 -15.9464987 10.4507666 -9.0231012 317.9829848
101.8400 37.6253176 -122.3853348 1.7866883 19.8722965 -0.4294704 -15.9480973 10.4650730 -9.0450989 317.9552523
101.8600 37.6253211 -122.3853384 1.7782338 19.8553608 -0.4227219 -15.9495460 10.4791630 -9.0667437 317.9274944
101.8800 37.6253247 -122.3853420 1.7699122 19.8382523 -0.4160833 -15.9508532 10.4930441 -9.0880366 317.8997107
101.9000 37.6253283 -122.3853456 1.7617211 19.8209811 -0.4095539 -15.9520235 10.5067240 -9.1089786 317.8719004
101.9200 37.6253318 -122.3853493 1.7536584 19.8035539 -0.4031329 -15.9530659 10.5202106 -9.1295710 317.8440630
101.9400 37.6253354 -122.3853529 1.7457221 19.7859811 -0.3968195 -15.9539801 10.5335118 -9.1498155 317.8161979
101.9600 37.6253389 -122.3853565 1.7379098 19.7682697 -0.3906126 -15.9547797 10.5466357 -9.1697140 317.7883043
101.9800 37.6253425 -122.3853601 1.7302196 19.7504288 -0.3845111 -15.9554644 10.5595905 -9.1892686 317.7603817
102.0000 37.6253460 -122.3853637 1.7226493 19.7324683 -0.3785136 -15.9560476 10.5723844 -9.2084818 317.7324291
102.0200 37.6253496 -122.3853674 1.7151969 19.7143945 -0.3726189 -15.9565205 10.5850257 -9.2273563 317.7044460
102.0400 37.6253531 -122.3853710 1.7078604 19.6962177 -0.3668254 -15.9569053 10.5975227 -9.2458950 317.6764315
102.0600 37.6253566 -122.3853746 1.7006378 19.6779456 -0.3611315 -15.9572063 10.6098839 -9.2641011 317.6483848
102.0800 37.6253602 -122.3853782 1.6935271 19.6595860 -0.3555355 -15.9574146 10.6221177 -9.2819780 317.6203052
102.1000 37.6253637 -122.3853818 1.6865264 19.6411484 -0.3500358 -15.9575613 10.6342323 -9.2995295 317.5921917
102.1200 37.6253672 -122.3853854 1.6796338 19.6226396 -0.3446303 -15.9576244 10.6462361 -9.3167595 317.5640437
102.1400 37.6253707 -122.3853891 1.6728474 19.6040677 -0.3393173 -15.9576345 10.6581375 -9.3336720 317.5358602
102.1600 37.6253743 -122.3853927 1.6661655 19.5854403 -0.3340947 -15.9575831 10.6699447 -9.3502715 317.5076404
102.1800 37.6253778 -122.3853963 1.6595863 19.5667650 -0.3289605 -15.9574744 10.6816658 -9.3665625 317.4793835
102.2000 37.6253813 -122.3853999 1.6531081 19.5480479 -0.3239127 -15.9573308 10.6933091 -9.3825499 317.4510886
102.2200 37.6253848 -122.3854035 1.6467291 19.5292981 -0.3189491 -15.9571386 10.7048824 -9.3982385 317.4227550
102.2400 37.6253883 -122.3854072 1.6404477 19.5105194 -0.3140676 -15.9569115 10.7163936 -9.4136337 317.3943819
102.2600 37.6253918 -122.3854108 1.6342624 19.4917203 -0.3092661 -15.9566537 10.7278506 -9.4287407 317.3659683
102.2800 37.6253953 -122.3854144 1.6281716 19.4729050 -0.3045423 -15.9563741 10.7392609 -9.4435651 317.3375136
